sample	votus	coverage	meandepth	rpkm
sample_1	SMV25_001	86.5602	2.46658	0.47156
sample_1	SMV25_002	78.7636	1.6697	0.368863
sample_1	SMV25_003	93.6332	3.73977	0.780859
sample_1	SMV25_004	76.0734	1.69279	0.259609
sample_1	SMV25_005	100	11.8897	3.29581
sample_1	SMV25_006	100	10.2407	1.76011
sample_1	SMV25_007	100	8.74372	1.59874
sample_1	SMV25_008	82.9309	7.61173	2.30499
sample_1	SMV25_009	100	14.2859	2.33384
sample_1	SMV25_010	77.5177	1.90428	0.339143
sample_2	SMV25_011	85.5009	1.80015	0.419828
sample_2	SMV25_003	93.152	3.10864	0.823558
sample_2	SMV25_012	79.0665	1.78261	0.396203
sample_2	SMV25_013	80.7699	3.63802	1.56163
sample_2	SMV25_004	89.0788	1.67445	0.346546
sample_2	SMV25_014	81.4821	1.69698	0.355502
sample_2	SMV25_005	100	10.1999	3.89104
sample_2	SMV25_015	81.3774	1.76772	0.347112
sample_2	SMV25_016	76.1003	3.38366	1.10092
sample_2	SMV25_006	99.2669	8.2589	2.00162
sample_2	SMV25_017	100	11.5738	2.36678
sample_2	SMV25_007	100	9.68169	2.28929
sample_2	SMV25_009	97.93	4.72484	1.23908
sample_2	SMV25_010	89.3344	2.66123	0.603483
sample_3	SMV25_018	98.5273	5.40923	0.765437
sample_3	SMV25_019	96.0572	3.47648	0.497018
sample_3	SMV25_020	100	7.11855	1.00194
sample_3	SMV25_021	95.7617	3.64002	0.608214
sample_3	SMV25_022	97.3163	5.32591	0.744002
sample_3	SMV25_023	100	11.6048	2.35923
sample_3	SMV25_024	77.2293	1.75899	0.467266
sample_3	SMV25_025	99.296	5.42055	0.770752
sample_3	SMV25_026	98.81	5.26679	1.04887
sample_3	SMV25_027	87.9835	3.96601	0.688537
sample_3	SMV25_028	99.9855	5.83582	0.885015
sample_3	SMV25_029	97.2597	41.9116	12.4027
sample_3	SMV25_030	98.8388	18.5228	4.15447
sample_3	SMV25_031	88.7357	2.17408	0.340247
sample_3	SMV25_032	80.1975	1.52139	0.225921
sample_4	SMV25_012	93.9818	3.07855	0.378685
sample_4	SMV25_005	100	12.8121	2.84341
sample_4	SMV25_033	99.8213	3.77823	0.418701
sample_4	SMV25_016	81.1711	7.45044	1.3005
sample_4	SMV25_034	89.7411	8.49608	1.13074
sample_4	SMV25_035	95.1773	3.28879	0.366774
sample_4	SMV25_036	86.5302	2.53372	0.411364
sample_4	SMV25_037	97.1148	4.31956	0.514338
sample_4	SMV25_038	99.6864	6.60068	0.786951
sample_4	SMV25_039	93.5701	5.94504	0.766391
sample_4	SMV25_040	93.0671	2.54149	0.321927
sample_4	SMV25_041	99.0744	4.82742	0.676209
sample_4	SMV25_042	97.3625	3.12517	0.430062
sample_4	SMV25_043	99.7933	4.54102	0.527186
sample_4	SMV25_044	97.5116	3.1836	0.402641
sample_4	SMV25_045	76.9688	2.27548	0.275325
sample_4	SMV25_046	99.7624	6.84464	0.989837
sample_4	SMV25_047	83.3333	2.02346	0.274508
sample_4	SMV25_048	79.8084	2.00747	0.25994
sample_4	SMV25_049	82.6369	11.32	2.34968
sample_4	SMV25_050	95.7103	4.46905	0.607247
sample_4	SMV25_006	100	20.7799	2.75215
sample_4	SMV25_051	100	5.45347	0.593365
sample_4	SMV25_007	100	22.9942	3.09781
sample_4	SMV25_052	80.9033	2.3233	0.371938
sample_4	SMV25_053	99.7056	7.34697	0.827857
sample_4	SMV25_054	81.3709	4.4865	0.849671
sample_4	SMV25_055	88.6788	4.58737	0.728296
sample_4	SMV25_056	94.8825	5.19614	0.794071
sample_4	SMV25_057	90.1047	2.25172	0.336228
sample_4	SMV25_058	93.5838	8.87418	1.79685
sample_4	SMV25_008	100	24.034	3.73302
sample_4	SMV25_009	100	7.47002	1.00234
sample_4	SMV25_059	96.9981	3.52198	0.521944
sample_4	SMV25_010	100	5.47535	0.651871
sample_5	SMV25_005	99.4377	8.22222	2.16604
sample_5	SMV25_060	87.2388	3.81991	0.723705
sample_5	SMV25_061	83.3929	2.71101	0.363159
sample_5	SMV25_016	87.6961	12.3867	2.48219
sample_5	SMV25_034	78.0404	5.1481	0.767853
sample_5	SMV25_036	98.8694	5.59805	0.775834
sample_5	SMV25_038	80.2863	2.01118	0.328244
sample_5	SMV25_062	88.1734	2.72409	0.403375
sample_5	SMV25_063	94.3687	4.18	0.601945
sample_5	SMV25_064	99.8494	8.01008	0.963651
sample_5	SMV25_065	93.9752	2.82163	0.356166
sample_5	SMV25_066	98.0963	7.31492	1.0518
sample_5	SMV25_045	97.0946	6.09048	0.760697
sample_5	SMV25_067	99.3331	9.13866	1.06271
sample_5	SMV25_068	99.454	7.88313	0.942556
sample_5	SMV25_069	83.6066	2.73603	0.375295
sample_5	SMV25_070	89.192	2.21837	0.275704
sample_5	SMV25_071	87.8094	2.58291	0.348025
sample_5	SMV25_072	99.6183	11.916	1.72395
sample_5	SMV25_073	88.5267	5.46073	1.0253
sample_5	SMV25_074	100	7.13139	0.829614
sample_5	SMV25_075	86.0929	2.24716	0.264991
sample_5	SMV25_076	95.732	3.27182	0.49563
sample_5	SMV25_077	99.2175	4.87551	0.681597
sample_5	SMV25_078	78.4582	3.10318	0.485
sample_5	SMV25_079	100	6.67126	0.925802
sample_5	SMV25_080	98.8301	5.3582	0.629613
sample_5	SMV25_081	92.7338	3.0668	0.398653
sample_5	SMV25_082	80.0583	11.1217	2.91202
sample_5	SMV25_046	100	9.00073	1.42801
sample_5	SMV25_083	99.9715	6.39198	0.88076
sample_5	SMV25_084	100	15.7218	2.48155
sample_5	SMV25_085	98.6007	6.42637	1.04358
sample_5	SMV25_086	93.2508	3.12902	0.40781
sample_5	SMV25_087	98.5598	3.28304	0.393574
sample_5	SMV25_088	100	8.26777	0.996026
sample_5	SMV25_089	100	7.07503	0.823013
sample_5	SMV25_090	99.192	7.06699	1.04339
sample_5	SMV25_091	89.3889	3.67488	0.469687
sample_5	SMV25_092	76.5376	3.9211	0.698405
sample_5	SMV25_093	96.3162	4.00511	0.662812
sample_5	SMV25_094	100	7.87015	0.963597
sample_5	SMV25_095	99.4339	7.20236	0.875127
sample_5	SMV25_047	99.4786	5.50968	0.680159
sample_5	SMV25_096	99.2696	6.80963	0.90102
sample_5	SMV25_097	100	9.12096	1.17348
sample_5	SMV25_098	98.3135	4.57125	0.551065
sample_5	SMV25_099	100	7.83768	0.943891
sample_5	SMV25_100	84.2969	2.52331	0.375715
sample_5	SMV25_101	92.6079	2.71754	0.339212
sample_5	SMV25_102	95.4228	3.17423	0.386933
sample_5	SMV25_103	96.8452	3.35012	0.470313
sample_5	SMV25_048	93.1472	3.58863	0.457836
sample_5	SMV25_104	99.2433	7.29546	1.13478
sample_5	SMV25_105	100	6.09616	0.786438
sample_5	SMV25_106	99.9817	7.63133	0.928288
sample_5	SMV25_107	100	16.0262	1.94113
sample_5	SMV25_108	85.6313	2.18172	0.291491
sample_5	SMV25_109	77.2571	4.53186	0.813602
sample_5	SMV25_110	97.7671	4.09878	0.490934
sample_5	SMV25_111	100	11.2755	1.4076
sample_5	SMV25_112	96.5802	3.80189	0.508616
sample_5	SMV25_113	86.8954	2.90672	0.409761
sample_5	SMV25_114	79.7454	1.87574	0.239628
sample_5	SMV25_115	95.7202	6.53185	0.808538
sample_5	SMV25_116	93.9301	3.04996	0.418893
sample_5	SMV25_049	78.3616	7.11543	1.68056
sample_5	SMV25_117	91.6784	6.35211	0.786255
sample_5	SMV25_118	93.0217	3.89822	0.554835
sample_5	SMV25_119	100	12.9134	1.52199
sample_5	SMV25_120	81.6545	3.29197	0.450948
sample_5	SMV25_121	84.8732	2.46146	0.332298
sample_5	SMV25_122	100	7.40005	0.935805
sample_5	SMV25_123	96.8338	4.84223	0.84353
sample_5	SMV25_050	92.3801	2.34882	0.434506
sample_5	SMV25_124	100	7.55704	0.913016
sample_5	SMV25_125	86.6271	4.15262	0.623175
sample_5	SMV25_126	100	7.78412	0.91431
sample_5	SMV25_127	99.9696	8.87491	1.05846
sample_5	SMV25_128	99.6386	6.73084	1.12473
sample_5	SMV25_129	100	11.8824	1.41031
sample_5	SMV25_130	98.811	4.85783	0.588455
sample_5	SMV25_131	99.1747	6.16808	0.809254
sample_5	SMV25_006	100	22.8917	3.5229
sample_5	SMV25_132	93.8469	6.4179	0.749545
sample_5	SMV25_133	94.609	3.60915	0.500564
sample_5	SMV25_134	99.8957	10.8489	1.24978
sample_5	SMV25_135	100	6.63792	0.885406
sample_5	SMV25_136	99.3502	6.14831	0.771975
sample_5	SMV25_137	99.4103	6.52768	0.791363
sample_5	SMV25_138	100	7.51701	0.874386
sample_5	SMV25_139	99.2631	3.4995	0.427328
sample_5	SMV25_140	100	7.79964	0.969715
sample_5	SMV25_141	100	7.26892	1.03619
sample_5	SMV25_142	100	7.15117	0.845125
sample_5	SMV25_143	99.6995	11.3677	1.36211
sample_5	SMV25_144	100	5.99938	0.759363
sample_5	SMV25_145	99.5718	8.10632	0.942385
sample_5	SMV25_146	100	8.81925	1.03632
sample_5	SMV25_147	100	6.35739	0.757553
sample_5	SMV25_148	100	11.8074	1.47855
sample_5	SMV25_149	100	6.51068	0.786401
sample_5	SMV25_150	100	7.99141	0.932588
sample_5	SMV25_151	100	6.4937	0.766677
sample_5	SMV25_152	100	10.8522	1.36549
sample_5	SMV25_153	99.3981	4.37831	0.503655
sample_5	SMV25_154	98.1208	3.6868	0.439326
sample_5	SMV25_155	99.454	6.48603	0.761752
sample_5	SMV25_156	100	10.3383	1.66319
sample_5	SMV25_157	100	9.13658	1.34551
sample_5	SMV25_158	99.6299	7.30873	0.861366
sample_5	SMV25_159	100	14.8875	1.78951
sample_5	SMV25_160	94.4554	3.54136	0.484925
sample_5	SMV25_161	99.8192	7.03254	0.853855
sample_5	SMV25_162	99.5857	12.412	1.42873
sample_5	SMV25_163	99.9123	5.66959	0.870353
sample_5	SMV25_164	100	6.46847	0.905434
sample_5	SMV25_165	100	10.9897	1.30458
sample_5	SMV25_166	100	6.99907	0.835339
sample_5	SMV25_167	100	14.1463	1.65242
sample_5	SMV25_168	100	8.6172	1.11844
sample_5	SMV25_169	100	12.0391	1.51863
sample_5	SMV25_170	100	11.4713	1.46982
sample_5	SMV25_171	100	6.3897	0.877818
sample_5	SMV25_172	100	8.84639	1.0832
sample_5	SMV25_173	98.4896	3.62417	0.422844
sample_5	SMV25_174	100	4.85099	0.612262
sample_5	SMV25_175	98.1792	4.19723	0.529654
sample_5	SMV25_176	100	17.1514	2.37214
sample_5	SMV25_177	98.0782	4.953	0.573213
sample_5	SMV25_178	99.6079	10.7756	1.23966
sample_5	SMV25_179	97.3976	6.48965	0.884286
sample_5	SMV25_180	97.7177	6.99915	0.826437
sample_5	SMV25_181	98.9455	6.45132	0.872188
sample_5	SMV25_182	99.9649	15.1157	1.98486
sample_5	SMV25_183	87.6294	2.97174	0.487029
sample_5	SMV25_184	77.6422	2.8642	0.422281
sample_5	SMV25_185	94.076	4.43083	0.601989
sample_5	SMV25_186	81.7902	5.11927	0.703321
sample_5	SMV25_007	100	20.8488	3.26333
sample_5	SMV25_052	94.4532	3.41977	0.502912
sample_5	SMV25_187	75.8863	2.96307	0.36592
sample_5	SMV25_188	91.8387	9.0489	1.93425
sample_5	SMV25_189	99.9452	9.41702	1.74044
sample_5	SMV25_190	96.1435	4.31151	0.822608
sample_5	SMV25_053	75.2962	1.70726	0.267575
sample_5	SMV25_191	92.2071	10.7185	2.04108
sample_5	SMV25_192	93.1972	2.68357	0.352487
sample_5	SMV25_193	77.4144	1.46375	0.209724
sample_5	SMV25_194	77.4161	7.37658	1.64052
sample_5	SMV25_195	89.6863	8.49937	1.71779
sample_5	SMV25_196	80.8602	3.55676	0.562984
sample_5	SMV25_197	82.684	2.14794	0.340337
sample_5	SMV25_198	86.4497	2.61232	0.386928
sample_5	SMV25_199	90.5731	2.75458	0.342906
sample_5	SMV25_200	99.9191	10.4664	1.20702
sample_5	SMV25_201	95.9083	3.98977	0.4747
sample_5	SMV25_202	94.9787	3.05289	0.368193
sample_5	SMV25_203	99.1205	63.6224	11.7267
sample_5	SMV25_057	99.7833	4.29812	0.579673
sample_5	SMV25_204	89.5659	11.223	2.54685
sample_5	SMV25_058	99.9422	12.9466	2.4931
sample_5	SMV25_205	81.1617	2.43848	0.346134
sample_5	SMV25_206	84.9187	2.18519	0.295977
sample_5	SMV25_207	86.2254	2.62435	0.35188
sample_5	SMV25_208	75.2222	2.01415	0.3026
sample_5	SMV25_209	84.5835	2.50478	0.347201
sample_5	SMV25_008	88.808	7.54108	1.82265
sample_5	SMV25_210	89.0563	2.67595	0.368957
sample_5	SMV25_211	84.6705	2.64127	0.368931
sample_5	SMV25_212	77.983	1.49721	0.184867
sample_5	SMV25_009	76.838	1.74982	0.289346
sample_5	SMV25_213	77.1173	1.45523	0.241799
sample_5	SMV25_059	88.609	2.4409	0.327048
sample_5	SMV25_214	81.2747	4.17577	0.859137
sample_5	SMV25_215	85.7977	2.38288	0.401502
sample_5	SMV25_216	76.0137	2.45215	0.467325
sample_5	SMV25_217	79.0992	1.67633	0.262773
sample_5	SMV25_218	99.852	7.9757	0.955707
sample_5	SMV25_219	99.8146	10.963	1.25484
sample_5	SMV25_220	97.0178	4.89405	0.562452
sample_5	SMV25_221	92.5406	2.6959	0.335814
sample_5	SMV25_222	95.6529	2.60977	0.317364
sample_5	SMV25_223	89.2821	2.71235	0.401948
sample_5	SMV25_224	100	11.842	1.37604
sample_5	SMV25_225	96.5455	3.71836	0.485406
sample_5	SMV25_226	94.3092	3.11971	0.375016
sample_5	SMV25_227	98.4695	4.42203	0.525536
sample_5	SMV25_228	85.3272	2.76122	0.368902
sample_5	SMV25_229	99.9835	12.455	1.45087
sample_5	SMV25_230	98.3088	4.07279	0.497785
sample_5	SMV25_231	100	11.2839	1.34259
sample_5	SMV25_232	93.2614	3.21914	0.425835
sample_5	SMV25_233	88.8691	2.85412	0.370439
sample_5	SMV25_234	99.9047	11.2987	1.32011
sample_5	SMV25_235	99.4771	7.16709	1.08862
sample_5	SMV25_236	99.3568	7.34488	0.856351
sample_5	SMV25_237	93.5388	4.5209	0.551846
sample_5	SMV25_238	97.883	4.05181	0.487877
sample_5	SMV25_239	100	8.34405	0.958476
sample_5	SMV25_240	99.1186	3.59653	0.419131
sample_5	SMV25_241	100	11.0653	1.25492
sample_5	SMV25_242	95.4864	3.41994	0.423446
sample_5	SMV25_243	92.5473	3.35675	0.445237
sample_5	SMV25_244	97.9209	4.19017	0.475228
sample_5	SMV25_245	95.9822	139.747	64.2336
sample_5	SMV25_246	98.6361	4.3921	0.516679
sample_5	SMV25_247	99.3768	5.92042	0.766853
sample_5	SMV25_248	87.921	2.63144	0.323389
sample_5	SMV25_249	97.2187	3.06258	0.37863
sample_5	SMV25_250	98.365	4.33569	0.499552
sample_5	SMV25_251	91.2263	2.62161	0.324321
sample_5	SMV25_252	98.6972	6.63116	0.912718
sample_5	SMV25_253	95.581	6.90324	0.812635
sample_5	SMV25_254	87.1431	2.505	0.275392
sample_5	SMV25_255	84.3522	2.13582	0.266276
sample_5	SMV25_256	94.2439	4.05756	0.572057
sample_5	SMV25_257	93.2687	5.87341	0.671482
sample_5	SMV25_258	90.6667	2.93333	0.368183
sample_5	SMV25_259	99.9634	10.4448	1.2113
sample_5	SMV25_260	98.9505	7.17862	0.987997
sample_5	SMV25_261	90.4521	2.40138	0.389073
sample_6	SMV25_060	90.2058	4.24836	0.52575
sample_6	SMV25_065	81.0201	1.67862	0.198681
sample_6	SMV25_046	83.0378	1.8174	0.248373
sample_6	SMV25_083	82.1889	2.18077	0.245409
sample_6	SMV25_084	93.2368	2.7047	0.377256
sample_6	SMV25_085	91.9912	4.55898	0.698551
sample_6	SMV25_262	92.5371	5.54203	0.649532
sample_6	SMV25_096	91.6706	5.28967	0.646974
sample_6	SMV25_110	90.1098	3.26867	0.339446
sample_6	SMV25_111	83.3407	2.4917	0.299438
sample_6	SMV25_126	97.6578	5.44236	0.553968
sample_6	SMV25_128	79.0375	1.90527	0.247484
sample_6	SMV25_129	82.8371	1.90908	0.208863
sample_6	SMV25_263	81.4623	2.39037	0.242234
sample_6	SMV25_130	100	34.7508	3.46915
sample_6	SMV25_023	100	14.9273	2.14988
sample_6	SMV25_131	99.9442	11.7017	1.20922
sample_6	SMV25_264	91.4984	3.61878	0.471809
sample_6	SMV25_265	99.9402	8.73343	0.942198
sample_6	SMV25_266	94.9389	4.43281	0.449064
sample_6	SMV25_132	98.6284	6.4152	0.655988
sample_6	SMV25_267	90.9926	2.81697	0.299392
sample_6	SMV25_268	97.7639	4.5407	0.486434
sample_6	SMV25_133	90.7745	2.72817	0.299105
sample_6	SMV25_134	91.9813	3.16883	0.333903
sample_6	SMV25_135	86.208	2.82736	0.339167
sample_6	SMV25_138	99.0052	5.04934	0.509055
sample_6	SMV25_141	79.5107	2.04167	0.221037
sample_6	SMV25_143	78.4848	1.73677	0.206312
sample_6	SMV25_146	98.2781	6.19855	0.627634
sample_6	SMV25_147	93.8658	2.59029	0.279775
sample_6	SMV25_148	88.8383	2.92057	0.336359
sample_6	SMV25_149	87.2529	1.95857	0.225106
sample_6	SMV25_152	91.9842	2.92773	0.337704
sample_6	SMV25_153	93.86	2.99783	0.305611
sample_6	SMV25_156	81.1717	2.45028	0.343458
sample_6	SMV25_162	86.0849	1.96144	0.197485
sample_6	SMV25_165	92.4225	3.0343	0.341785
sample_6	SMV25_167	94.4074	2.48265	0.266809
sample_6	SMV25_168	76.5266	1.815	0.244411
sample_6	SMV25_171	92.1117	2.38253	0.308267
sample_6	SMV25_172	75.3979	1.54997	0.211947
sample_6	SMV25_178	95.8574	3.49518	0.373268
sample_6	SMV25_179	95.9813	4.09295	0.419853
sample_6	SMV25_269	99.0593	5.51811	0.657591
sample_6	SMV25_180	97.0501	5.75501	0.589141
sample_6	SMV25_181	100	6.51634	0.67325
sample_6	SMV25_182	100	8.25272	0.877186
sample_6	SMV25_191	100	13.4372	1.62475
sample_6	SMV25_270	90.5325	3.12067	0.366633
sample_6	SMV25_199	76.4431	1.55494	0.180446
sample_6	SMV25_200	95.3503	3.52222	0.374503
sample_6	SMV25_029	99.5659	55.5235	12.2673
sample_6	SMV25_030	99.2296	24.9783	4.02878
sample_6	SMV25_271	88.3153	3.39464	0.581633
sample_6	SMV25_201	99.1097	9.30744	0.933783
sample_6	SMV25_202	83.1287	1.7239	0.196232
sample_6	SMV25_203	100	1053.13	171.803
sample_6	SMV25_058	81.9846	2.35877	0.353736
sample_6	SMV25_272	86.8102	2.44442	0.314109
sample_6	SMV25_219	95.0424	3.29106	0.350654
sample_6	SMV25_221	81.6866	1.81257	0.214739
sample_6	SMV25_224	95.4592	5.05816	0.528572
sample_6	SMV25_226	99.8388	20.1839	2.01164
sample_6	SMV25_229	78.2019	1.72394	0.181396
sample_6	SMV25_231	88.4648	2.16451	0.25654
sample_6	SMV25_234	97.6991	5.46916	0.560914
sample_6	SMV25_239	100	6.22027	0.644751
sample_6	SMV25_241	97.7033	5.21611	0.527943
sample_6	SMV25_245	77.6318	247.68	100.713
sample_6	SMV25_246	84.6261	2.84886	0.283001
sample_6	SMV25_247	85.6663	4.25439	0.508195
sample_6	SMV25_248	98.6063	18.5422	1.81327
sample_6	SMV25_249	86.4006	2.24806	0.231053
sample_6	SMV25_251	83.0956	1.75863	0.186842
sample_6	SMV25_273	98.7873	3.17793	0.330501
sample_6	SMV25_252	98.7957	4.20265	0.438391
sample_6	SMV25_253	99.5956	7.26465	0.73149
sample_6	SMV25_254	81.0842	1.66169	0.1802
sample_6	SMV25_256	90.8878	2.29971	0.251038
sample_6	SMV25_257	99.9354	6.73232	0.668732
sample_6	SMV25_259	95.0382	3.39566	0.36212
sample_6	SMV25_260	100	6.33004	0.640746
sample_6	SMV25_261	100	11.2616	1.34921
sample_7	SMV25_001	80.6029	2.4387	0.485869
sample_7	SMV25_002	90.657	2.77394	0.529376
sample_7	SMV25_274	75.4518	2.13731	0.491713
sample_7	SMV25_011	87.0575	2.50829	0.411912
sample_7	SMV25_003	99.7039	7.08421	1.29887
sample_7	SMV25_012	81.9453	1.90712	0.274135
sample_7	SMV25_013	82.5762	5.21419	1.57107
sample_7	SMV25_275	87.1513	19.51	5.65802
sample_7	SMV25_004	84.3546	2.23274	0.308342
sample_7	SMV25_005	100	13.4735	3.39839
sample_7	SMV25_015	77.7452	1.90152	0.248205
sample_7	SMV25_038	78.2004	1.96155	0.341328
sample_7	SMV25_039	79.2974	3.45579	0.577812
sample_7	SMV25_006	99.3742	14.2922	2.27889
sample_7	SMV25_007	99.7008	14.2196	2.43613
sample_7	SMV25_276	75.81	1.6437	0.362269
sample_7	SMV25_056	76.3339	2.15134	0.548255
sample_7	SMV25_009	100	9.03747	1.49935
sample_7	SMV25_010	96.7389	4.05697	0.618528
sample_8	SMV25_011	90.8361	2.45933	0.437346
sample_8	SMV25_277	97.0536	3.6941	0.541165
sample_8	SMV25_278	98.6426	4.92521	1.19521
sample_8	SMV25_279	100	5.19708	0.778466
sample_8	SMV25_280	100	4.55991	0.676034
sample_8	SMV25_004	95.512	3.29929	0.531886
sample_8	SMV25_281	100	5.43425	0.812642
sample_8	SMV25_282	86.344	2.68165	0.455389
sample_8	SMV25_283	100	5.33578	0.785439
sample_8	SMV25_014	82.7034	1.82885	0.27685
sample_8	SMV25_005	100	12.1226	3.51545
sample_8	SMV25_284	97.3863	5.9341	1.26383
sample_8	SMV25_285	100	5.86529	1.11342
sample_8	SMV25_286	100	5.58578	0.828526
sample_8	SMV25_287	86.0132	2.09577	0.304601
sample_8	SMV25_288	100	5.64548	0.845439
sample_8	SMV25_289	100	5.24885	0.848395
sample_8	SMV25_015	89.12	2.36364	0.366213
sample_8	SMV25_290	98.0343	5.69833	1.20126
sample_8	SMV25_291	100	6.12989	0.902312
sample_8	SMV25_292	87.1251	2.31986	0.402534
sample_8	SMV25_293	79.3702	2.07186	0.48086
sample_8	SMV25_006	100	23.3613	4.1027
sample_8	SMV25_294	83.5024	2.12584	0.389365
sample_8	SMV25_024	77.2496	1.86736	0.412812
sample_8	SMV25_295	95.8512	3.48603	0.511655
sample_8	SMV25_296	100	6.03439	0.906683
sample_8	SMV25_297	100	10.1689	1.54269
sample_8	SMV25_298	100	7.82403	1.22793
sample_8	SMV25_299	100	6.54168	1.03099
sample_8	SMV25_300	100	6.12172	0.959391
sample_8	SMV25_301	100	6.09731	0.945004
sample_8	SMV25_302	100	5.62357	0.834221
sample_8	SMV25_007	100	20.4828	3.89021
sample_8	SMV25_189	79.6421	3.68687	1.23685
sample_8	SMV25_303	80.4035	6.5836	2.13328
sample_8	SMV25_026	80.5182	2.64127	0.796654
sample_8	SMV25_304	97.6998	3.49599	0.514484
sample_8	SMV25_009	98.6617	5.54872	0.993921
sample_8	SMV25_305	76.4565	1.21448	0.229245
sample_8	SMV25_010	80.376	1.75216	0.325904
sample_8	SMV25_306	96.9433	3.46873	0.51024
sample_9	SMV25_293	94.7037	4.03711	1.37092
sample_9	SMV25_021	81.4504	2.66135	0.661611
sample_9	SMV25_128	87.1029	3.56896	0.842135
sample_9	SMV25_023	99.6871	10.6963	2.51466
sample_9	SMV25_294	94.5008	3.76876	0.804652
sample_9	SMV25_307	76.5772	2.21272	0.558432
sample_9	SMV25_308	85.4527	2.80023	0.714141
sample_9	SMV25_024	93.378	4.2401	1.16518
sample_9	SMV25_189	92.9706	5.73398	1.17335
sample_9	SMV25_026	88.9827	4.08407	1.00506
sample_9	SMV25_309	80.4327	1.93622	0.44628
sample_9	SMV25_194	79.2027	4.13779	0.869089
sample_9	SMV25_195	89.7022	3.58508	0.701379
sample_9	SMV25_029	96.1834	30.4773	10.8213
sample_9	SMV25_030	96.3377	15.5569	4.16714
sample_9	SMV25_310	89.3026	4.13856	0.850548
sample_10	SMV25_005	100	12.7274	2.73057
sample_10	SMV25_311	100	11.6494	1.38862
sample_10	SMV25_312	100	7.27519	0.719367
sample_10	SMV25_033	80.8971	1.96408	0.218923
sample_10	SMV25_061	96.8304	5.86369	0.611877
sample_10	SMV25_016	99.9235	22.3513	3.57293
sample_10	SMV25_034	99.0781	14.7686	1.71393
sample_10	SMV25_313	100	13.0201	1.30367
sample_10	SMV25_314	98.8054	6.46424	0.921718
sample_10	SMV25_315	99.8473	9.29141	0.960757
sample_10	SMV25_036	100	9.94152	1.1117
sample_10	SMV25_316	99.7496	6.17464	0.793903
sample_10	SMV25_317	98.1203	4.0271	0.422807
sample_10	SMV25_038	99.4819	5.67757	0.641205
sample_10	SMV25_039	93.4924	4.15725	0.531207
sample_10	SMV25_318	95.8037	3.26511	0.405317
sample_10	SMV25_319	82.2525	2.99456	0.376785
sample_10	SMV25_040	99.1528	6.54046	0.737674
sample_10	SMV25_320	100	11.0591	1.14301
sample_10	SMV25_321	99.6709	7.06079	0.899692
sample_10	SMV25_322	100	6.44349	0.695936
sample_10	SMV25_323	98.9633	5.27797	0.522883
sample_10	SMV25_042	93.3989	2.78125	0.325233
sample_10	SMV25_062	98.7045	7.08184	0.77127
sample_10	SMV25_324	91.0199	3.01273	0.295311
sample_10	SMV25_063	100	11.0889	1.12129
sample_10	SMV25_325	99.9829	8.61434	0.951301
sample_10	SMV25_326	100	6.88042	0.77106
sample_10	SMV25_327	99.5402	6.00096	0.749937
sample_10	SMV25_044	79.6111	1.88281	0.243071
sample_10	SMV25_328	96.7932	2.87978	0.29232
sample_10	SMV25_066	86.647	2.8477	0.436096
sample_10	SMV25_045	97.1158	6.56588	0.743597
sample_10	SMV25_069	87.2765	2.0326	0.236092
sample_10	SMV25_071	92.3987	2.81972	0.296129
sample_10	SMV25_073	93.6902	5.94009	0.936243
sample_10	SMV25_076	81.4763	2.6799	0.347297
sample_10	SMV25_078	89.4136	6.26617	0.797336
sample_10	SMV25_329	81.759	1.58331	0.159317
sample_10	SMV25_082	88.416	15.0716	3.26
sample_10	SMV25_330	82.6591	2.3586	0.284815
sample_10	SMV25_046	93.2736	4.36337	0.607429
sample_10	SMV25_084	78.5341	11.2421	1.89541
sample_10	SMV25_331	81.476	1.70705	0.174439
sample_10	SMV25_093	92.3366	3.6171	0.507375
sample_10	SMV25_047	100	4.92067	0.548053
sample_10	SMV25_102	95.3826	4.80497	0.472535
sample_10	SMV25_103	93.4458	2.50901	0.28649
sample_10	SMV25_048	99.1839	7.20763	0.731412
sample_10	SMV25_332	79.7255	1.93646	0.20266
sample_10	SMV25_333	88.4467	2.58522	0.306262
sample_10	SMV25_334	76.9029	1.63045	0.179253
sample_10	SMV25_335	89.2657	2.41827	0.285135
sample_10	SMV25_109	99.9489	5.17916	0.613179
sample_10	SMV25_112	78.9308	1.69038	0.199267
sample_10	SMV25_336	78.4004	1.76612	0.195577
sample_10	SMV25_337	92.2222	2.57151	0.267499
sample_10	SMV25_049	98.9657	17.6807	2.85865
sample_10	SMV25_118	84.7874	2.10934	0.232638
sample_10	SMV25_121	91.9642	2.3637	0.236676
sample_10	SMV25_338	78.579	1.72832	0.215458
sample_10	SMV25_339	99.5113	6.01848	0.606142
sample_10	SMV25_340	86.2618	2.63227	0.262922
sample_10	SMV25_050	92.4741	2.54167	0.325876
sample_10	SMV25_128	92.9427	5.73787	0.934841
sample_10	SMV25_006	100	22.9367	2.88278
sample_10	SMV25_341	81.9805	2.069	0.20881
sample_10	SMV25_342	77.6442	1.71998	0.206906
sample_10	SMV25_051	77.3354	1.40423	0.137693
sample_10	SMV25_141	80.2561	2.04625	0.314897
sample_10	SMV25_176	96.1037	3.30565	0.419692
sample_10	SMV25_182	93.1252	2.82076	0.333393
sample_10	SMV25_183	99.9179	8.98061	1.21684
sample_10	SMV25_343	100	10.3218	1.07865
