sample	votus	coverage	meandepth	rpkm
sample_24	SMV25_342	100	10.5948	1.49381
sample_24	SMV25_586	97.2867	6.98077	1.33455
sample_24	SMV25_736	100	4.70983	0.657179
sample_24	SMV25_024	98.8625	7.21948	1.37048
sample_24	SMV25_151	75.7929	1.8355	0.285652
sample_24	SMV25_183	97.0922	4.23624	0.808378
sample_24	SMV25_346	78.9446	2.02146	0.332348
sample_24	SMV25_348	81.8934	1.63528	0.234976
sample_24	SMV25_007	86.0191	2.60072	0.562401
sample_24	SMV25_189	98.5028	11.2224	2.05943
sample_24	SMV25_190	93.3034	4.79791	0.809067
sample_24	SMV25_309	91.1218	3.30913	0.642977
sample_24	SMV25_613	82.1913	3.5217	0.764923
sample_24	SMV25_193	91.9161	4.53672	0.715322
sample_24	SMV25_195	86.9297	6.97148	1.44219
sample_24	SMV25_737	91.0409	3.9283	0.780679
sample_24	SMV25_738	98.9453	3.68589	0.768458
sample_24	SMV25_739	87.8642	2.38868	0.365652
sample_24	SMV25_740	93.8413	5.13665	0.903401
sample_24	SMV25_762	98.8199	4.86135	0.64418
sample_24	SMV25_196	100	12.5895	1.77862
sample_24	SMV25_197	99.2965	6.6974	0.92169
sample_24	SMV25_745	100	11.0207	1.59748
sample_24	SMV25_353	99.984	16.3786	2.17611
sample_24	SMV25_763	97.5499	4.19135	0.585714
sample_24	SMV25_764	98.7188	4.41335	0.640885
sample_24	SMV25_198	99.9777	8.22543	1.17045
sample_24	SMV25_746	100	7.54861	1.04033
sample_24	SMV25_747	99.4699	4.56037	0.632873
sample_24	SMV25_029	99.2946	37.9257	11.7468
sample_24	SMV25_492	98.4353	65.2041	14.3387
sample_24	SMV25_030	98.3698	15.8404	3.55432
sample_24	SMV25_271	94.7639	5.19971	1.06049
sample_24	SMV25_057	99.8014	5.3467	0.727899
sample_24	SMV25_204	79.2988	4.06869	1.02007
sample_24	SMV25_058	96.5318	6.3368	1.37473
sample_24	SMV25_462	98.7819	7.58987	1.04964
sample_24	SMV25_466	86.4111	2.58374	0.353889
sample_24	SMV25_637	83.7235	3.47818	0.798364
sample_24	SMV25_647	77.5635	2.64787	0.411828
sample_24	SMV25_666	83.6754	3.49132	0.580656
sample_24	SMV25_670	85.7876	6.77485	1.54231
sample_24	SMV25_310	78.098	7.27124	1.6711
sample_24	SMV25_748	89.1709	3.4469	0.683714
sample_24	SMV25_751	94.845	3.27927	0.477161
sample_24	SMV25_765	98.78	4.90135	0.653592
sample_24	SMV25_766	97.8898	4.36869	0.607093
sample_24	SMV25_214	98.8519	5.82621	1.04517
sample_24	SMV25_215	99.2412	6.80331	0.994134
sample_24	SMV25_767	92.1053	3.18839	0.421415
sample_24	SMV25_768	92.6377	3.16367	0.451081
sample_24	SMV25_216	100	8.06608	1.1394
sample_24	SMV25_769	96.7706	3.58311	0.533581
sample_24	SMV25_361	100	13.6711	2.22279
sample_24	SMV25_217	97.0562	5.41345	0.754898
sample_24	SMV25_754	99.8672	7.49389	1.05057
